,gender,ageBroad,meansOfControlDebtBondage,meansOfControlTakesEarnings,meansOfControlRestrictsFinancialAccess,meansOfControlThreats,meansOfControlPsychologicalAbuse,meansOfControlPhysicalAbuse,meansOfControlSexualAbuse,meansOfControlFalsePromises,meansOfControlPsychoactiveSubstances,meansOfControlRestrictsMovement,meansOfControlRestrictsMedicalCare,meansOfControlExcessiveWorkingHours,meansOfControlUsesChildren,meansOfControlThreatOfLawEnforcement,meansOfControlWithholdsNecessities,meansOfControlWithholdsDocuments,meansOfControlOther,meansOfControlNotSpecified,age_category
14309,Male,0--8,,,,,,,,,,,,,,,,,,1.0,child
14310,Male,0--8,,,,1.0,,,,,,,,,,,,,,0.0,child
14311,Male,0--8,,,,,,,,1.0,,,,,,,,,,0.0,child
14312,Male,0--8,,,,,,,,1.0,,,,,,,,,,0.0,child
14313,Male,0--8,,1.0,,,,,,1.0,,,,,,,,,,0.0,child
14314,Male,0--8,,,,1.0,,1.0,,,,,,,,,,,,0.0,child
14315,Male,0--8,,,,1.0,1.0,1.0,,,,,,,,,,,,0.0,child
14316,Male,0--8,,,,,,1.0,,,,,,,,,,,1.0,0.0,child
14317,Male,0--8,,,,,,,,1.0,,,,,,,,,,0.0,child
14318,Male,0--8,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,0.0,child
14319,Male,0--8,,,,1.0,,1.0,,,,,,,,,,,,0.0,child
14320,Male,0--8,,,,1.0,,1.0,,,,,,,,,,,,0.0,child
14321,Male,0--8,,1.0,,,,,,1.0,,,,,,,,,,0.0,child
14322,Male,0--8,,,,,,,,1.0,,,,,,,,,,0.0,child
14323,Male,0--8,,,,,1.0,,,1.0,,,,,,,,,,0.0,child
14324,Male,0--8,,,,,1.0,1.0,,,,,,,,,,,,0.0,child
14325,Male,0--8,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,0.0,child
14326,Male,0--8,,,,,,,,,,,,,,,,,1.0,0.0,child
14327,Male,0--8,,,,,,1.0,,1.0,,,,,,,,,,0.0,child
14328,Male,0--8,,,,1.0,1.0,,,,,,,,,,,,,0.0,child
14329,Male,0--8,,,,,,,,,,,,,,,,,,1.0,child
14330,Male,0--8,,,,1.0,1.0,1.0,,,,,,,,,,,,0.0,child
14331,Male,0--8,,,,1.0,,1.0,,,,,,,,,,,,0.0,child
14332,Male,0--8,,,,,,,,1.0,,,,,,,,,,0.0,child
14333,Male,0--8,,,,,,,,1.0,,,,,,,,,,0.0,child
14334,Male,0--8,,,,,,1.0,,1.0,,,,,,,,,,0.0,child
14335,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
14336,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
14337,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
14338,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
14339,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
14340,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
14341,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
14342,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
14343,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
14344,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
14345,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
14346,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14347,Female,21--23,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,0.0,adult
14348,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14349,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14350,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14351,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14352,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14353,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14354,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14355,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14356,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14357,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14358,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14359,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14360,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14361,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14362,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14363,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14364,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14365,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14366,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14367,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14368,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14369,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14370,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14371,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14372,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14373,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14374,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14375,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14376,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14377,Female,24--26,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,1.0,,0.0,adult
14378,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14379,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14380,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14381,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14382,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14383,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14384,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14385,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14386,Female,24--26,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,0.0,adult
14387,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14388,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14389,Female,27--29,,,,,,,,,,,,,,,,,,1.0,adult
14390,Female,27--29,,,,,,,,,,,,,,,,,,1.0,adult
14391,Female,27--29,,,,,,,,,,,,,,,,,,1.0,adult
14392,Female,27--29,,,,,,,,,,,,,,,,,,1.0,adult
14393,Female,27--29,,,,,,,,,,,,,,,,,,1.0,adult
14394,Female,27--29,,,,,,,,,,,,,,,,,,1.0,adult
14395,Female,27--29,,,,,,,,,,,,,,,,,,1.0,adult
14396,Female,27--29,,,,,,,,,,,,,,,,,,1.0,adult
14397,Female,27--29,,,,,,,,,,,,,,,,,,1.0,adult
14398,Female,27--29,,,,,,,,,,,,,,,,,,1.0,adult
14399,Female,27--29,,,,,,,,,,,,,,,,,,1.0,adult
14400,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
14401,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
14402,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
14403,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
14404,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
14405,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
14406,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
14407,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
14408,Female,30--38,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,0.0,adult
14409,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
14410,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
14411,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
14412,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
14413,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
14414,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
14415,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
14416,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
14417,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
14418,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
14419,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
14420,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
14421,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
14422,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
14423,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
14424,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
14425,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
14426,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
14427,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
14428,Female,18--20,,,,,,,,1.0,,,,,,,,,,0.0,adult
14429,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
14430,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
14431,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
14432,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
14433,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
14434,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
14435,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
14436,Female,18--20,,,,,1.0,1.0,1.0,,,,,,,,,,,0.0,adult
14437,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
14438,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
14439,Female,18--20,,,,,,,,1.0,,,,,,,,,,0.0,adult
14440,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
14441,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
14442,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
14443,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
14444,Female,18--20,1.0,,,,,,,1.0,1.0,,,,,1.0,,,,0.0,adult
14445,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
14446,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
14447,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
14448,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
14449,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
14450,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
14451,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
14452,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
14453,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
14454,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
14455,Female,18--20,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,,0.0,adult
14456,Female,18--20,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,0.0,adult
14457,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
14458,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
14459,Female,18--20,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,0.0,adult
14460,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
14461,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
14462,Female,18--20,,,,1.0,1.0,,,1.0,1.0,1.0,,,,,1.0,1.0,,0.0,adult
14463,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
14464,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
14465,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
14466,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
14467,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
14468,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
14469,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
14470,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
14471,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
14472,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
14473,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14474,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14475,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14476,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14477,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14478,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14479,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14480,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14481,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14482,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14483,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14484,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14485,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14486,Female,21--23,,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,1.0,,0.0,adult
14487,Female,21--23,,,,,,,,1.0,,,,,,,,,,0.0,adult
14488,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14489,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14490,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14491,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14492,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14493,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14494,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14495,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14496,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14497,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14498,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14499,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14500,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14501,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14502,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14503,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14504,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14505,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14506,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14507,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14508,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14509,Female,21--23,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,0.0,adult
14510,Female,21--23,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,,,,0.0,adult
14511,Female,21--23,,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,0.0,adult
14512,Female,21--23,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,,0.0,adult
14513,Female,21--23,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,0.0,adult
14514,Female,21--23,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,,1.0,,0.0,adult
14515,Female,21--23,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,0.0,adult
14516,Female,21--23,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,0.0,adult
14517,Female,21--23,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,0.0,adult
14518,Female,21--23,,,,,1.0,,,1.0,,1.0,,,,,,,,0.0,adult
14519,Female,21--23,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,,1.0,,0.0,adult
14520,Female,21--23,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,0.0,adult
14521,Female,21--23,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,0.0,adult
14522,Female,21--23,1.0,,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,,,1.0,,0.0,adult
14523,Female,21--23,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,0.0,adult
14524,Female,21--23,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,0.0,adult
14525,Female,21--23,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,0.0,adult
14526,Female,21--23,1.0,1.0,,1.0,1.0,,,1.0,,1.0,,1.0,,,,1.0,,0.0,adult
14527,Female,21--23,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,0.0,adult
14528,Female,21--23,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,,0.0,adult
14529,Female,21--23,,,,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,,,,0.0,adult
14530,Female,21--23,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,0.0,adult
14531,Female,21--23,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,1.0,1.0,,0.0,adult
14532,Female,21--23,,1.0,,1.0,,,1.0,,,,,,,,,,,0.0,adult
14533,Female,21--23,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,,0.0,adult
14534,Female,21--23,1.0,,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,,0.0,adult
14535,Female,21--23,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,0.0,adult
14536,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14537,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14538,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14539,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14540,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14541,Female,21--23,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,0.0,adult
14542,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14543,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14544,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14545,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14546,Female,21--23,1.0,1.0,,,1.0,,,1.0,,1.0,,,,,,1.0,,0.0,adult
14547,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14548,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14549,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14550,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14551,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14552,Female,21--23,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,0.0,adult
14553,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14554,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14555,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14556,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14557,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14558,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14559,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14560,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14561,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14562,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14563,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
14564,Female,24--26,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,0.0,adult
14565,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14566,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14567,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14568,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14569,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14570,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14571,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14572,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14573,Female,24--26,1.0,,,1.0,,1.0,,1.0,,1.0,,,,,,,,0.0,adult
14574,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14575,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14576,Female,24--26,1.0,,,,1.0,1.0,,,,1.0,,,,1.0,1.0,1.0,,0.0,adult
14577,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14578,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14579,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14580,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14581,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14582,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14583,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14584,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14585,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14586,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14587,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14588,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14589,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14590,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14591,Female,24--26,,,,,,,,1.0,,,,,,,,1.0,,0.0,adult
14592,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14593,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14594,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14595,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14596,Female,24--26,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,0.0,adult
14597,Female,24--26,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,0.0,adult
14598,Female,24--26,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,0.0,adult
14599,Female,24--26,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,0.0,adult
14600,Female,24--26,,1.0,,,1.0,,1.0,1.0,1.0,,1.0,1.0,,,,1.0,,0.0,adult
14601,Female,24--26,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,,0.0,adult
14602,Female,24--26,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,0.0,adult
14603,Female,24--26,1.0,,,1.0,,1.0,1.0,1.0,,1.0,,1.0,,,,,,0.0,adult
14604,Female,24--26,1.0,1.0,,1.0,,1.0,,1.0,,1.0,1.0,,,,1.0,1.0,,0.0,adult
14605,Female,24--26,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,0.0,adult
14606,Female,24--26,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,0.0,adult
14607,Female,24--26,,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,0.0,adult
14608,Female,24--26,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,1.0,,0.0,adult
14609,Female,24--26,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,0.0,adult
14610,Female,24--26,1.0,,,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,,0.0,adult
14611,Female,24--26,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,0.0,adult
14612,Female,24--26,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,,0.0,adult
14613,Female,24--26,1.0,,,,,,,1.0,,,,1.0,,,,1.0,,0.0,adult
14614,Female,24--26,,1.0,,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,,1.0,,0.0,adult
14615,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14616,Female,24--26,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,1.0,,0.0,adult
14617,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14618,Female,24--26,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,0.0,adult
14619,Female,24--26,,,,,,,,1.0,,,,,,,,,,0.0,adult
14620,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14621,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14622,Female,24--26,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,0.0,adult
14623,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14624,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14625,Female,24--26,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,0.0,adult
14626,Female,24--26,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,0.0,adult
14627,Female,24--26,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,0.0,adult
14628,Female,24--26,,,,1.0,,1.0,1.0,,,1.0,,,,1.0,,,,0.0,adult
14629,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14630,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14631,Female,24--26,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,,0.0,adult
14632,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14633,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14634,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14635,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14636,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14637,Female,24--26,,,,,1.0,,1.0,1.0,,,,,,,,,,0.0,adult
14638,Female,24--26,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,0.0,adult
14639,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14640,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14641,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14642,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14643,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14644,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
14645,Female,24--26,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,0.0,adult
14646,Female,27--29,,,,,,,,,,,,,,,,,,1.0,adult
