,gender,ageBroad,meansOfControlDebtBondage,meansOfControlTakesEarnings,meansOfControlRestrictsFinancialAccess,meansOfControlThreats,meansOfControlPsychologicalAbuse,meansOfControlPhysicalAbuse,meansOfControlSexualAbuse,meansOfControlFalsePromises,meansOfControlPsychoactiveSubstances,meansOfControlRestrictsMovement,meansOfControlRestrictsMedicalCare,meansOfControlExcessiveWorkingHours,meansOfControlUsesChildren,meansOfControlThreatOfLawEnforcement,meansOfControlWithholdsNecessities,meansOfControlWithholdsDocuments,meansOfControlOther,meansOfControlNotSpecified,age_category
416,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
417,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
418,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
419,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
420,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
421,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
422,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
423,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
424,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
425,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
426,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
427,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
428,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
429,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
430,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
431,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
432,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
433,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
434,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
435,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
436,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
437,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
438,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
439,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
440,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
441,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
442,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
443,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
444,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
445,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
446,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
447,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
448,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
449,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
450,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
451,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
452,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
453,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
454,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
455,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
456,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
457,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
458,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
459,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
460,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
461,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
462,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
463,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
464,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
465,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
466,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
467,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
468,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
469,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
470,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
471,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
472,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
473,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
474,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
475,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
476,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
477,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
478,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
479,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
480,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
481,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
482,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
483,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
484,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
485,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
486,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
487,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
488,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
489,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
490,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
491,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
492,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
493,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
494,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
495,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
496,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
497,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
498,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
499,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
500,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
501,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
502,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
503,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
504,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
505,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
506,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
507,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
508,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
509,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
510,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
511,Female,9--17,,,,,,,,,,,,,,,,,,1.0,child
512,Male,18--20,,,,,,,,,,,,,,,,,,1.0,adult
513,Male,18--20,,,,,,,,,,,,,,,,,,1.0,adult
514,Male,18--20,,,,,,,,,,,,,,,,,,1.0,adult
515,Male,18--20,,,,,,,,,,,,,,,,,,1.0,adult
516,Male,18--20,,,,,,,,,,,,,,,,,,1.0,adult
517,Male,18--20,,,,,,,,,,,,,,,,,,1.0,adult
518,Male,18--20,,,,,,,,,,,,,,,,,,1.0,adult
519,Male,18--20,,,,,,,,,,,,,,,,,,1.0,adult
520,Male,18--20,,,,,,,,,,,,,,,,,,1.0,adult
521,Male,18--20,,,,,,,,,,,,,,,,,,1.0,adult
522,Male,18--20,,,,,,,,,,,,,,,,,,1.0,adult
523,Male,18--20,,,,,,,,,,,,,,,,,,1.0,adult
524,Male,24--26,,,,,,,,,,,,,,,,,,1.0,adult
525,Male,24--26,,,,,,,,,,,,,,,,,,1.0,adult
526,Male,24--26,,,,,,,,,,,,,,,,,,1.0,adult
527,Male,24--26,,,,,,,,,,,,,,,,,,1.0,adult
528,Male,24--26,,,,,,,,,,,,,,,,,,1.0,adult
529,Male,24--26,,,,,,,,,,,,,,,,,,1.0,adult
530,Male,24--26,,,,,,,,,,,,,,,,,,1.0,adult
531,Male,24--26,,,,,,,,,,,,,,,,,,1.0,adult
532,Male,24--26,,,,,,,,,,,,,,,,,,1.0,adult
533,Male,24--26,,,,,,,,,,,,,,,,,,1.0,adult
534,Male,24--26,,,,,,,,,,,,,,,,,,1.0,adult
535,Male,24--26,,,,,,,,,,,,,,,,,,1.0,adult
536,Male,24--26,,,,,,,,,,,,,,,,,,1.0,adult
537,Male,30--38,,,,,,,,,,,,,,,,,,1.0,adult
538,Male,30--38,,,,,,,,,,,,,,,,,,1.0,adult
539,Male,30--38,,,,,,,,,,,,,,,,,,1.0,adult
540,Male,30--38,,,,,,,,,,,,,,,,,,1.0,adult
541,Male,30--38,,,,,,,,,,,,,,,,,,1.0,adult
542,Male,30--38,,,,,,,,,,,,,,,,,,1.0,adult
543,Male,30--38,,,,,,,,,,,,,,,,,,1.0,adult
544,Male,30--38,,,,,,,,,,,,,,,,,,1.0,adult
545,Male,30--38,,,,,,,,,,,,,,,,,,1.0,adult
546,Male,30--38,,,,,,,,,,,,,,,,,,1.0,adult
547,Male,30--38,,,,,,,,,,,,,,,,,,1.0,adult
548,Male,30--38,,,,,,,,,,,,,,,,,,1.0,adult
549,Male,30--38,,,,,,,,,,,,,,,,,,1.0,adult
550,Male,30--38,,,,,,,,,,,,,,,,,,1.0,adult
551,Male,30--38,,,,,,,,,,,,,,,,,,1.0,adult
552,Male,30--38,,,,,,,,,,,,,,,,,,1.0,adult
553,Male,30--38,,,,,,,,,,,,,,,,,,1.0,adult
554,Male,30--38,,,,,,,,,,,,,,,,,,1.0,adult
555,Male,30--38,,,,,,,,,,,,,,,,,,1.0,adult
556,Male,30--38,,,,,,,,,,,,,,,,,,1.0,adult
557,Male,30--38,,,,,,,,,,,,,,,,,,1.0,adult
558,Male,30--38,,,,,,,,,,,,,,,,,,1.0,adult
559,Male,30--38,,,,,,,,,,,,,,,,,,1.0,adult
560,Male,30--38,,,,,,,,,,,,,,,,,,1.0,adult
561,Male,30--38,,,,,,,,,,,,,,,,,,1.0,adult
562,Male,30--38,,,,,,,,,,,,,,,,,,1.0,adult
563,Male,30--38,,,,,,,,,,,,,,,,,,1.0,adult
564,Male,30--38,,,,,,,,,,,,,,,,,,1.0,adult
565,Male,30--38,,,,,,,,,,,,,,,,,,1.0,adult
566,Male,30--38,,,,,,,,,,,,,,,,,,1.0,adult
567,Male,30--38,,,,,,,,,,,,,,,,,,1.0,adult
568,Male,30--38,,,,,,,,,,,,,,,,,,1.0,adult
569,Male,30--38,,,,,,,,,,,,,,,,,,1.0,adult
570,Male,39--47,,,,,,,,,,,,,,,,,,1.0,adult
571,Male,39--47,,,,,,,,,,,,,,,,,,1.0,adult
572,Male,39--47,,,,,,,,,,,,,,,,,,1.0,adult
573,Male,39--47,,,,,,,,,,,,,,,,,,1.0,adult
574,Male,39--47,,,,,,,,,,,,,,,,,,1.0,adult
575,Male,39--47,,,,,,,,,,,,,,,,,,1.0,adult
576,Male,39--47,,,,,,,,,,,,,,,,,,1.0,adult
577,Male,39--47,,,,,,,,,,,,,,,,,,1.0,adult
578,Male,39--47,,,,,,,,,,,,,,,,,,1.0,adult
579,Male,39--47,,,,,,,,,,,,,,,,,,1.0,adult
580,Male,39--47,,,,,,,,,,,,,,,,,,1.0,adult
581,Male,39--47,,,,,,,,,,,,,,,,,,1.0,adult
582,Male,39--47,,,,,,,,,,,,,,,,,,1.0,adult
583,Male,39--47,,,,,,,,,,,,,,,,,,1.0,adult
584,Male,39--47,,,,,,,,,,,,,,,,,,1.0,adult
585,Male,39--47,,,,,,,,,,,,,,,,,,1.0,adult
586,Male,39--47,,,,,,,,,,,,,,,,,,1.0,adult
587,Male,39--47,,,,,,,,,,,,,,,,,,1.0,adult
588,Male,39--47,,,,,,,,,,,,,,,,,,1.0,adult
589,Male,39--47,,,,,,,,,,,,,,,,,,1.0,adult
590,Male,39--47,,,,,,,,,,,,,,,,,,1.0,adult
591,Male,39--47,,,,,,,,,,,,,,,,,,1.0,adult
592,Male,39--47,,,,,,,,,,,,,,,,,,1.0,adult
593,Male,39--47,,,,,,,,,,,,,,,,,,1.0,adult
594,Male,39--47,,,,,,,,,,,,,,,,,,1.0,adult
595,Male,39--47,,,,,,,,,,,,,,,,,,1.0,adult
596,Male,39--47,,,,,,,,,,,,,,,,,,1.0,adult
597,Male,39--47,,,,,,,,,,,,,,,,,,1.0,adult
598,Male,39--47,,,,,,,,,,,,,,,,,,1.0,adult
599,Male,39--47,,,,,,,,,,,,,,,,,,1.0,adult
600,Male,39--47,,,,,,,,,,,,,,,,,,1.0,adult
601,Male,39--47,,,,,,,,,,,,,,,,,,1.0,adult
602,Male,39--47,,,,,,,,,,,,,,,,,,1.0,adult
603,Male,39--47,,,,,,,,,,,,,,,,,,1.0,adult
604,Male,39--47,,,,,,,,,,,,,,,,,,1.0,adult
605,Male,48+,,,,,,,,,,,,,,,,,,1.0,adult
606,Male,48+,,,,,,,,,,,,,,,,,,1.0,adult
607,Male,48+,,,,,,,,,,,,,,,,,,1.0,adult
608,Male,48+,,,,,,,,,,,,,,,,,,1.0,adult
609,Male,48+,,,,,,,,,,,,,,,,,,1.0,adult
610,Male,48+,,,,,,,,,,,,,,,,,,1.0,adult
611,Male,48+,,,,,,,,,,,,,,,,,,1.0,adult
612,Male,48+,,,,,,,,,,,,,,,,,,1.0,adult
613,Male,48+,,,,,,,,,,,,,,,,,,1.0,adult
614,Male,48+,,,,,,,,,,,,,,,,,,1.0,adult
615,Male,48+,,,,,,,,,,,,,,,,,,1.0,adult
616,Male,48+,,,,,,,,,,,,,,,,,,1.0,adult
617,Male,48+,,,,,,,,,,,,,,,,,,1.0,adult
618,Male,9--17,,,,,,,,,,,,,,,,,,1.0,child
619,Male,9--17,,,,,,,,,,,,,,,,,,1.0,child
620,Male,9--17,,,,,,,,,,,,,,,,,,1.0,child
621,Male,9--17,,,,,,,,,,,,,,,,,,1.0,child
622,Male,9--17,,,,,,,,,,,,,,,,,,1.0,child
623,Male,9--17,,,,,,,,,,,,,,,,,,1.0,child
624,Male,9--17,,,,,,,,,,,,,,,,,,1.0,child
625,Male,9--17,,,,,,,,,,,,,,,,,,1.0,child
626,Male,9--17,,,,,,,,,,,,,,,,,,1.0,child
627,Male,9--17,,,,,,,,,,,,,,,,,,1.0,child
628,Male,9--17,,,,,,,,,,,,,,,,,,1.0,child
629,Male,9--17,,,,,,,,,,,,,,,,,,1.0,child
630,Male,9--17,,,,,,,,,,,,,,,,,,1.0,child
631,Male,9--17,,,,,,,,,,,,,,,,,,1.0,child
632,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
633,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
634,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
635,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
636,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
637,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
638,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
639,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
640,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
641,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
642,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
643,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
644,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
645,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
646,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
647,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
648,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
649,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
650,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
651,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
652,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
653,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
654,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
655,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
656,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
657,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
658,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
659,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
660,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
661,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
662,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
663,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
664,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
665,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
666,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
667,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
668,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
669,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
670,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
671,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
672,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
673,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
674,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
675,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
676,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
677,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
678,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
679,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
680,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
681,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
682,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
683,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
684,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
685,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
686,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
687,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
688,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
689,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
690,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
691,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
692,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
693,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
694,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
695,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
696,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
697,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
698,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
699,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
700,Female,18--20,,,,,,,,,,,,,,,,,,1.0,adult
701,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
702,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
703,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
704,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
705,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
706,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
707,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
708,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
709,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
710,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
711,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
712,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
713,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
714,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
715,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
716,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
717,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
718,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
719,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
720,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
721,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
722,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
723,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
724,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
725,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
726,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
727,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
728,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
729,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
730,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
731,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
732,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
733,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
734,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
735,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
736,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
737,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
738,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
739,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
740,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
741,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
742,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
743,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
744,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
745,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
746,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
747,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
748,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
749,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
750,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
751,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
752,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
753,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
754,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
755,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
756,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
757,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
758,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
759,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
760,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
761,Female,21--23,,,,,,,,,,,,,,,,,,1.0,adult
762,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
763,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
764,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
765,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
766,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
767,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
768,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
769,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
770,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
771,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
772,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
773,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
774,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
775,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
776,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
777,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
778,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
779,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
780,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
781,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
782,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
783,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
784,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
785,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
786,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
787,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
788,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
789,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
790,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
791,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
792,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
793,Female,24--26,,,,,,,,,,,,,,,,,,1.0,adult
794,Female,27--29,,,,,,,,,,,,,,,,,,1.0,adult
795,Female,27--29,,,,,,,,,,,,,,,,,,1.0,adult
796,Female,27--29,,,,,,,,,,,,,,,,,,1.0,adult
797,Female,27--29,,,,,,,,,,,,,,,,,,1.0,adult
798,Female,27--29,,,,,,,,,,,,,,,,,,1.0,adult
799,Female,27--29,,,,,,,,,,,,,,,,,,1.0,adult
800,Female,27--29,,,,,,,,,,,,,,,,,,1.0,adult
801,Female,27--29,,,,,,,,,,,,,,,,,,1.0,adult
802,Female,27--29,,,,,,,,,,,,,,,,,,1.0,adult
803,Female,27--29,,,,,,,,,,,,,,,,,,1.0,adult
804,Female,27--29,,,,,,,,,,,,,,,,,,1.0,adult
805,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
806,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
807,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
808,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
809,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
810,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
811,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
812,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
813,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
814,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
815,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
816,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
817,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
818,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
819,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
820,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
821,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
822,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
823,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
824,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
825,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
826,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
827,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
828,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
829,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
830,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
831,Female,30--38,,,,,,,,,,,,,,,,,,1.0,adult
832,Female,39--47,,,,,,,,,,,,,,,,,,1.0,adult
